product_id,product_name,description,price,stock_quantity,category_id
1902,Care Gun,Manager relationship office rise glass hold.,1422.89,163,14
1903,Month Sing,Do out spend information doctor.,1220.02,444,4
1904,Wear Never,Population example training nothing enter.,2927.12,100,4
1905,From Quality,Effect however responsibility event.,698.38,307,6
1906,Television My,Word keep condition.,1554.32,306,3
1907,Through Wonder,Name star beyond fire simply real water.,1791.39,255,15
1908,He Dinner,Total detail wind ball large reason nor.,301.45,183,20
1909,Their Put,Board because everyone get argue drive necessary beyond.,460.12,261,12
1910,Seat Better,Stay democratic cell carry would.,1909.58,238,14
1911,Church Case,Station body health consumer.,2616.92,479,1
1912,Understand Increase,Development since situation outside than only grow decide.,2905.02,435,1
1913,Bad Rule,Recent enter human want increase.,1946.71,37,17
1914,Buy Pick,Million account get interest what table.,354.28,108,19
1915,Star Decision,Stuff because language.,2220.9,86,12
1916,Age Note,Mrs popular night.,1907.1,401,7
1917,Stay Ahead,Stand significant beautiful.,198.23,354,20
1918,Spend Image,House write whole.,564.31,275,11
1919,Even Themselves,Weight rule month.,1168.32,387,7
1920,Doctor Analysis,Assume sense difference suddenly site.,1284.92,215,1
1921,Single His,Decide turn difficult career sign government.,1102,414,16
1922,Inside Late,Already never should.,1947.29,385,13
1923,Message Maybe,Past notice our piece agreement science.,2579.47,191,9
1924,Next Home,Section former same use.,1960.41,476,17
1925,New When,Enjoy station school term loss take magazine.,1976.74,54,7
1926,Information Enter,Approach fish fine recent against animal.,209.39,484,4
1927,Forward Television,Music either white.,216.71,257,10
1928,Consider Than,Seem east another since.,2978.64,202,8
1929,Consumer Billion,Performance ask center young situation.,930.43,27,8
1930,Half Policy,Throw budget high whom return.,679.98,271,13
1931,Weight Truth,List traditional learn stand arrive speak care place.,2364.08,438,17
1932,Wrong Forget,Wait trade method food.,712.69,331,13
1933,Push Letter,View become share.,2936.62,229,15
1934,Everyone Black,Note former wife prepare great.,221.5,479,2
1935,International Different,Practice campaign stop interest hit investment.,353.77,214,20
1936,Environmental They,Fine she again seek.,2765.12,112,13
1937,Newspaper Eight,Compare kid right draw include.,1189.62,21,12
1938,Show Hard,Usually place box entire ground.,174.81,462,14
1939,Husband Life,Section lay work body.,1324.89,169,15
1940,Instead On,Protect talk marriage fight home value decision measure.,1471.44,180,16
1941,Ability Music,Century majority street seat husband you ahead.,1147.5,385,14
1942,Baby Thing,Detail stand hold not.,2763.32,111,3
1943,Impact Yet,Hold everyone prove expect.,465.73,204,10
1944,Party Five,Company since word common however camera pattern.,1082.8,316,6
1945,Word Hotel,Structure above such rest relationship easy big write.,279.56,262,16
1946,Place Anyone,Unit likely anything reveal on.,543.53,72,9
1947,Both Enter,Sing business industry none.,2521.55,61,10
1948,Site Ball,Court research Republican cup right tell hand source.,242.3,490,7
1949,Rich Technology,Build listen young without.,1996,380,13
1950,For Dream,Begin star daughter ground usually rest.,1076.61,266,7
1951,Someone Building,Explain catch security produce.,545.45,238,11
1952,Visit Gun,Between other step yourself Mrs focus bar magazine.,2804.97,277,17
1953,Around Four,Girl all great drive write.,2879.84,211,6
1954,Condition Board,Door appear mean would difference.,2258.16,314,20
1955,Reach Manage,Study country test.,796.35,318,1
1956,Include Itself,Doctor total Democrat since she fly against.,720.65,312,15
1957,What My,Then series play expect leave.,2738.87,56,1
1958,Performance Just,Far new paper ok role since.,979.13,246,8
1959,Several Long,Represent concern director.,2651.07,465,20
1960,True Myself,Charge field no real somebody laugh center.,101.35,355,18
1961,Focus Tree,Century effort region soon PM sport newspaper.,1698.83,163,9
1962,Somebody Community,Difficult nothing go certainly different east training.,1087.75,19,3
1963,Save Market,Production state society some far.,888.19,373,1
1964,Expert It,More big spring likely return defense case.,2533.86,145,12
1965,Sea In,Ago detail raise walk break behavior its.,625.52,199,3
1966,Bad Election,Another role compare.,348.62,419,3
1967,Who After,Level develop painting participant.,666.55,400,19
1968,Care Agent,Born while at party tough soldier.,293.21,164,1
1969,Consider Choose,Successful make about.,359.96,149,1
1970,Call Child,Collection half cold especially tonight will natural past.,2729.15,275,7
1971,Again Contain,Cold material me today sure.,1260.64,179,19
1972,Respond Sea,Meet stop man no.,1848.94,498,19
1973,Race Mother,Either his minute herself manager.,2750.8,302,10
1974,Right Experience,Same type yes true.,1312.75,99,15
1975,Decide Quality,Sense security none.,1660.21,478,12
1976,Environment According,Author child accept experience them blood.,2812.57,480,11
1977,Practice Ball,Sing culture answer thus audience floor loss.,2944.69,24,2
1978,Share Benefit,Simple those establish culture despite.,437.17,119,1
1979,Television Improve,Pull brother nothing itself.,1613.6,25,12
1980,He Future,Specific wide fight behind young yes.,1068.06,499,19
1981,Unit Artist,Provide kind simply past then.,121.31,32,1
1982,Compare Yet,Be design drive foreign.,2764.63,205,11
1983,Civil Whom,City economy religious.,588.72,39,19
1984,Thing Degree,Into raise put group hundred.,1262.9,245,11
1985,Bank Significant,Wonder race prepare unit people prove.,1454.88,282,14
1986,Treat Anyone,Item strategy beyond large value owner let.,1813.19,286,12
1987,Together Stock,Value drive factor.,513.29,68,20
1988,Memory Sport,Look responsibility fall when theory lead.,2679.85,444,16
1989,Course Thank,No eight recent although play position.,2276.77,377,8
1990,Remain Hit,Since mission learn artist north land practice serve.,1452.81,169,20
1991,Note Need,Green everyone would response ok former artist identify.,795.14,40,16
1992,Page Third,Natural man why myself.,783.94,385,15
1993,If Would,Realize central him policy.,2709.51,285,4
1994,Cost Address,Heavy while girl pretty issue you.,333.11,73,9
1995,Long Reveal,Wall wrong begin energy use quickly.,710.22,210,3
1996,Argue Collection,Check develop majority miss drive training.,2432.6,485,12
1997,Our Final,Account final usually many protect during.,1533.1,37,14
1998,Off Forward,Relationship growth air fast.,2253.86,300,11
1999,Should Stand,School effort air order past.,271.85,336,9
2000,Power Finally,Once among rise.,1933.91,455,20
